iter,evals,f_best,f_mean,f_std,gbest_f,x_best
19,380,-5.035420400000e+02,-2.045791335000e+02,2.055861976684e+02,-5.035420400000e+02,"[np.float64(0.012146880232360047), np.float64(0.342635975901654), np.float64(0.39809257993315195), np.float64(-0.005850577939904541), np.float64(0.2055092549763316), np.float64(0.12463368839420969)]"
20,400,-5.257386500000e+02,-2.284423240000e+02,1.959716180740e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
21,420,-5.257386500000e+02,-2.054845350000e+02,2.030706910726e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
22,440,-5.257386500000e+02,-2.077544940000e+02,2.060529237077e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
23,460,-5.257386500000e+02,-2.467876065000e+02,1.741816776328e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
24,480,-5.257386500000e+02,-2.658843115000e+02,1.818232009582e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
25,500,-5.257386500000e+02,-2.888034315000e+02,1.912581480389e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
26,520,-5.257386500000e+02,-2.970795230000e+02,1.722878424189e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
27,540,-5.257386500000e+02,-2.531621490000e+02,2.037313589694e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
28,560,-5.257386500000e+02,-2.810889100000e+02,1.837254421258e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
29,580,-5.257386500000e+02,-2.979102930000e+02,1.615507607073e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
30,600,-5.257386500000e+02,-2.968335760000e+02,2.269308529633e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
31,620,-5.257386500000e+02,-3.058346580000e+02,2.081699352325e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
32,640,-5.257386500000e+02,-2.846612165000e+02,2.166386832430e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
33,660,-5.257386500000e+02,-2.752336595000e+02,1.692734874799e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
34,680,-5.257386500000e+02,-2.767969185000e+02,1.911649824353e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
35,700,-5.257386500000e+02,-2.512063320000e+02,1.980410069660e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
36,720,-5.257386500000e+02,-2.387974095000e+02,2.025431718554e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
37,740,-5.257386500000e+02,-2.777495330000e+02,1.927707664172e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
38,760,-5.257386500000e+02,-2.979460490000e+02,1.941533206944e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
39,780,-5.257386500000e+02,-3.021684905000e+02,2.056756224580e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
40,800,-5.257386500000e+02,-2.849114970000e+02,2.160894941376e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
41,820,-5.257386500000e+02,-2.985462680000e+02,2.209634632995e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
42,840,-5.257386500000e+02,-1.995263955000e+02,2.058302108902e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
43,860,-5.257386500000e+02,-2.078908505000e+02,1.980474352247e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
44,880,-5.257386500000e+02,-2.075082545000e+02,2.026602321748e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
45,900,-5.257386500000e+02,-2.706478200000e+02,2.014438757021e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
46,920,-5.257386500000e+02,-1.970231055000e+02,3.129368084283e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
47,940,-5.257386500000e+02,-2.640003220000e+02,1.895594948401e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
48,960,-5.257386500000e+02,-2.476377765000e+02,1.164194453561e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
49,980,-5.257386500000e+02,-3.325766170000e+02,1.625384948977e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
50,1000,-5.257386500000e+02,-3.789481075000e+02,1.628929019290e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
51,1020,-5.257386500000e+02,-3.071811820000e+02,2.246996419320e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
52,1040,-5.257386500000e+02,-3.097667095000e+02,2.124468646753e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
53,1060,-5.257386500000e+02,-2.925269870000e+02,2.142657965008e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
54,1080,-5.257386500000e+02,-3.247572405000e+02,2.061809955160e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
55,1100,-5.257386500000e+02,-3.855540175000e+02,1.812556852370e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
56,1120,-5.257386500000e+02,-2.445270060000e+02,3.253099536429e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
57,1140,-5.257386500000e+02,-2.970938285000e+02,1.933357754147e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
58,1160,-5.257386500000e+02,-2.608966090000e+02,2.152219089396e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
59,1180,-5.257386500000e+02,-3.328508920000e+02,1.728769613418e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
60,1200,-5.257386500000e+02,-3.495882575000e+02,2.110756537382e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
61,1220,-5.257386500000e+02,-2.643667885000e+02,2.119974131962e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
62,1240,-5.257386500000e+02,-3.426752800000e+02,2.100751486476e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
63,1260,-5.257386500000e+02,-3.307406795000e+02,2.032356249270e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
64,1280,-5.257386500000e+02,-2.828989945000e+02,2.125854394515e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
65,1300,-5.257386500000e+02,-2.559531955000e+02,2.128082649437e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
66,1320,-5.257386500000e+02,-2.243844075000e+02,2.184169303020e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
67,1340,-5.257386500000e+02,-2.359128520000e+02,2.203857789902e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
68,1360,-5.257386500000e+02,-2.598465340000e+02,1.919053127602e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
69,1380,-5.257386500000e+02,-2.540779865000e+02,2.007217124226e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
70,1400,-5.257386500000e+02,-2.908470215000e+02,1.873732352749e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
71,1420,-5.257386500000e+02,-3.426111130000e+02,1.902965492333e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
72,1440,-5.257386500000e+02,-3.109706705000e+02,2.031925646365e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
73,1460,-5.257386500000e+02,-3.260986385000e+02,2.127687919621e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
74,1480,-5.257386500000e+02,-3.075517385000e+02,2.479775245740e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
75,1500,-5.257386500000e+02,-3.793055500000e+02,2.197849028270e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
76,1520,-5.257386500000e+02,-3.361552140000e+02,2.396376595819e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
77,1540,-5.257386500000e+02,-4.168137070000e+02,1.945808973002e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
78,1560,-5.257386500000e+02,-3.890539505000e+02,1.847661860097e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
79,1580,-5.257386500000e+02,-3.599717675000e+02,2.136217022239e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
80,1600,-5.257386500000e+02,-3.209223100000e+02,2.311037566700e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
81,1620,-5.257386500000e+02,-2.545026450000e+02,2.179918032060e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
82,1640,-5.257386500000e+02,-3.103989275000e+02,1.995116167211e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
83,1660,-5.257386500000e+02,inf,nan,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
84,1680,-5.257386500000e+02,-2.875851955000e+02,2.180228159502e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
85,1700,-5.257386500000e+02,-3.339582900000e+02,1.932597409102e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
86,1720,-5.257386500000e+02,-2.605946535000e+02,1.995466832314e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
87,1740,-5.257386500000e+02,-2.844401930000e+02,2.220848601032e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
88,1760,-5.257386500000e+02,-2.948216600000e+02,2.173523399632e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
89,1780,-5.257386500000e+02,-3.885006250000e+02,1.704643379705e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
90,1800,-5.257386500000e+02,-3.111419850000e+02,2.033510544106e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
91,1820,-5.257386500000e+02,-3.743627375000e+02,1.851494148984e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
92,1840,-5.257386500000e+02,-3.773995915000e+02,1.987207921488e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
93,1860,-5.257386500000e+02,-2.912371155000e+02,2.528653159742e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
94,1880,-5.257386500000e+02,-2.924794515000e+02,2.320864800915e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
95,1900,-5.257386500000e+02,-3.443478420000e+02,2.212276924050e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
96,1920,-5.257386500000e+02,-3.113095735000e+02,1.829846922204e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
97,1940,-5.257386500000e+02,-2.092607210000e+02,2.037267331080e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
98,1960,-5.257386500000e+02,-3.052811500000e+02,1.935067411615e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
99,1980,-5.257386500000e+02,-2.422014790000e+02,2.023181228790e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
100,2000,-5.257386500000e+02,-3.077233015000e+02,1.934963170822e+02,-5.257386500000e+02,"[np.float64(0.011463637135327708), np.float64(0.3353017177482482), np.float64(0.3041734688968176), np.float64(-0.005844047194606473), np.float64(0.20579016356128638), np.float64(0.12491772926726795)]"
