iter,evals,f_best,f_mean,f_std,gbest_f
32,1280,4.318622576681e-01,2.319589476505e+00,1.908156191140e+00,2.226389151690e-01
33,1320,4.286408955669e-01,2.485226027847e+00,2.691861455578e+00,2.226389151690e-01
34,1360,8.579204261365e-01,1.840312374895e+00,1.132199366852e+00,2.226389151690e-01
35,1400,8.713147984527e-01,1.821329257041e+00,1.772647293410e+00,2.226389151690e-01
36,1440,5.737292385257e-01,1.850796033033e+00,1.421041239708e+00,2.226389151690e-01
37,1480,5.563007750711e-01,1.734223186336e+00,1.305466877902e+00,2.226389151690e-01
38,1520,9.185704683080e-01,1.627193000350e+00,6.997065381548e-01,2.226389151690e-01
39,1560,9.177035991570e-01,1.528244916934e+00,6.987128785740e-01,2.226389151690e-01
40,1600,6.486935717106e-01,1.594642871786e+00,8.639817517886e-01,2.226389151690e-01
41,1640,6.721129395871e-01,1.457295224353e+00,4.723596052012e-01,2.226389151690e-01
42,1680,9.284066661522e-01,1.494489998634e+00,6.043604194561e-01,2.226389151690e-01
43,1720,5.614365991141e-01,1.487511203766e+00,6.236216970282e-01,2.226389151690e-01
44,1760,5.934524348994e-01,1.434044273871e+00,7.730711082999e-01,2.226389151690e-01
45,1800,6.792474382614e-01,1.368178131556e+00,3.849487291184e-01,2.226389151690e-01
46,1840,7.564626058630e-01,1.362032038985e+00,5.089054873914e-01,2.226389151690e-01
47,1880,4.002747239166e-01,1.370757137134e+00,6.296857777050e-01,2.226389151690e-01
48,1920,4.391548607259e-01,1.250743382124e+00,4.073705900094e-01,2.226389151690e-01
49,1960,5.643419175183e-01,1.239544444945e+00,3.087641806861e-01,2.226389151690e-01
50,2000,3.898629150269e-01,1.233356816316e+00,4.335112532700e-01,2.226389151690e-01
51,2040,4.978753190917e-01,1.302094678596e+00,4.967010587094e-01,2.226389151690e-01
52,2080,3.160719763444e-01,1.134964971432e+00,2.845614501117e-01,2.226389151690e-01
53,2120,2.561101117331e-01,1.250933194431e+00,5.022347436116e-01,2.226389151690e-01
54,2160,6.228227461375e-01,1.282688217136e+00,4.341689053773e-01,2.226389151690e-01
55,2200,3.720697065509e-01,1.304408533378e+00,8.072202777819e-01,2.226389151690e-01
56,2240,1.936289695469e-01,1.202241477957e+00,5.950986832560e-01,1.936289695469e-01
57,2280,4.265809828447e-01,1.239805249344e+00,4.325488370906e-01,1.936289695469e-01
58,2320,4.483108451581e-01,1.272536217192e+00,4.788812864381e-01,1.936289695469e-01
59,2360,2.605265028032e-01,1.283080081930e+00,4.339015297425e-01,1.936289695469e-01
60,2400,2.697867441449e-01,1.254042647677e+00,4.325476548992e-01,1.936289695469e-01
61,2440,2.792112505483e-01,1.102101338931e+00,4.264849558072e-01,1.936289695469e-01
62,2480,2.132233392245e-01,1.107968793369e+00,4.022101659898e-01,1.936289695469e-01
63,2520,1.753253308574e-01,1.145237264199e+00,4.292415343365e-01,1.753253308574e-01
64,2560,3.259762953252e-01,1.307557523690e+00,4.481753398910e-01,1.753253308574e-01
65,2600,1.360501740782e-01,1.150610357308e+00,3.786171738118e-01,1.360501740782e-01
66,2640,2.881062290485e-01,1.167582205255e+00,4.101629312386e-01,1.360501740782e-01
67,2680,3.659493056819e-01,1.175189562752e+00,3.581793757507e-01,1.360501740782e-01
68,2720,3.867207885272e-01,1.228222755076e+00,3.585478361915e-01,1.360501740782e-01
69,2760,2.363592123282e-01,1.187254650093e+00,4.117161871664e-01,1.360501740782e-01
70,2800,2.063190355478e-01,1.130883964659e+00,4.974984588250e-01,1.360501740782e-01
71,2840,1.558385226272e-01,1.187432522624e+00,4.986321861311e-01,1.360501740782e-01
