iter,evals,f_best,f_mean,f_std,gbest_f,x_best
23,920,-7.261280000000e+01,-6.908750000000e-03,1.889466423264e+01,-1.051467000000e+02,"[0.07930188015199516, 0.3195342686447046, 0.5, 0.048666200112603565, 0.2507657506465746, 0.44832981073514416]"
24,960,-1.238292500000e+02,-8.922711250000e+00,2.808849220213e+01,-1.238292500000e+02,"[0.07643774840497612, 0.27154829245323814, 0.5, 0.04491117025991355, 0.21740948964033513, 0.437737612752063]"
25,1000,-1.676629900000e+02,-1.269771850000e+01,4.015039683411e+01,-1.676629900000e+02,"[0.07052198937520432, 0.28756953729401036, 0.5, 0.03603976577884649, 0.19460674191180644, 0.42584479379775964]"
26,1040,-1.665698500000e+02,-7.062281250000e+00,3.616430869018e+01,-1.676629900000e+02,"[0.07052198937520432, 0.28756953729401036, 0.5, 0.03603976577884649, 0.19460674191180644, 0.42584479379775964]"
27,1080,-1.966683700000e+02,5.360046666667e+00,8.840161632337e+01,-1.966683700000e+02,"[0.054482542571406424, 0.29761030058982424, 0.5, 0.027672212579658934, 0.22672434520543325, 0.409296230165808]"
28,1120,-3.174185400000e+02,-1.675241750000e+00,1.053907621001e+02,-3.174185400000e+02,"[0.046063494627077525, 0.2956783818922265, 0.5, 0.02167724608070205, 0.2226099241101784, 0.4040546678245149]"
29,1160,-1.905166700000e+02,-1.857764025000e+01,5.070891740674e+01,-3.174185400000e+02,"[0.046063494627077525, 0.2956783818922265, 0.5, 0.02167724608070205, 0.2226099241101784, 0.4040546678245149]"
30,1200,-3.732186500000e+02,-2.061781725000e+01,7.033808758439e+01,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
31,1240,-1.390653700000e+02,-1.598618150000e+01,4.206007478302e+01,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
32,1280,-2.357998400000e+02,-2.407801850000e+01,6.497301410769e+01,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
33,1320,-1.381474500000e+02,8.196714250000e+00,6.683178922289e+01,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
34,1360,-1.786811900000e+02,-5.800357500000e+00,6.572316404766e+01,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
35,1400,-2.217433600000e+02,1.136493000000e+01,1.696577880927e+02,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
36,1440,-2.293791500000e+02,-9.808715750000e+00,4.683863622232e+01,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
37,1480,-2.767878600000e+02,-2.076736000000e+00,1.267788659819e+02,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
38,1520,-2.053026300000e+02,-2.235237375000e+01,5.470112982858e+01,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
39,1560,-2.184401500000e+02,2.709382500000e-01,1.193054965260e+02,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
40,1600,-2.135653600000e+02,-3.312333175000e+01,6.842892148033e+01,-3.732186500000e+02,"[0.05576840534955284, 0.256515481093056, 0.5, 0.030712688283704926, 0.18244564101536492, 0.42344484577394303]"
41,1640,-4.577523400000e+02,-4.953496225000e+01,1.038044928407e+02,-4.577523400000e+02,"[0.0515573856037954, 0.2563746751138374, 0.5, 0.02864270961566128, 0.16641511971767886, 0.4239449637519243]"
42,1680,-2.597962900000e+02,-2.718316425000e+01,9.339062247623e+01,-4.577523400000e+02,"[0.0515573856037954, 0.2563746751138374, 0.5, 0.02864270961566128, 0.16641511971767886, 0.4239449637519243]"
43,1720,-3.872325900000e+02,-3.937663666667e+01,9.160412080107e+01,-4.577523400000e+02,"[0.0515573856037954, 0.2563746751138374, 0.5, 0.02864270961566128, 0.16641511971767886, 0.4239449637519243]"
44,1760,-3.357584800000e+02,-4.664035800000e+01,7.898887332971e+01,-4.577523400000e+02,"[0.0515573856037954, 0.2563746751138374, 0.5, 0.02864270961566128, 0.16641511971767886, 0.4239449637519243]"
45,1800,-4.667756600000e+02,-9.543253225000e+01,1.471760061565e+02,-4.667756600000e+02,"[0.04703753125216957, 0.268668250454272, 0.5, 0.024007337314692408, 0.1728435893027891, 0.4256577657214455]"
46,1840,-3.688585400000e+02,-4.365488950000e+01,8.303939177593e+01,-4.667756600000e+02,"[0.04703753125216957, 0.268668250454272, 0.5, 0.024007337314692408, 0.1728435893027891, 0.4256577657214455]"
47,1880,-4.479370700000e+02,-6.896310875000e+01,1.255225533973e+02,-4.667756600000e+02,"[0.04703753125216957, 0.268668250454272, 0.5, 0.024007337314692408, 0.1728435893027891, 0.4256577657214455]"
48,1920,-3.247904800000e+02,-1.291139725000e+01,2.168237780087e+02,-4.667756600000e+02,"[0.04703753125216957, 0.268668250454272, 0.5, 0.024007337314692408, 0.1728435893027891, 0.4256577657214455]"
49,1960,-4.884955400000e+02,-9.735767000000e+01,1.495791162350e+02,-4.884955400000e+02,"[0.04244258778548295, 0.2806357499656835, 0.5, 0.017073575100504154, 0.16872872678215473, 0.4282629602772947]"
50,2000,-4.243285400000e+02,-4.869725375000e+01,9.353901300495e+01,-4.884955400000e+02,"[0.04244258778548295, 0.2806357499656835, 0.5, 0.017073575100504154, 0.16872872678215473, 0.4282629602772947]"
51,2040,-4.264908600000e+02,-1.148114667500e+02,1.398301525463e+02,-4.884955400000e+02,"[0.04244258778548295, 0.2806357499656835, 0.5, 0.017073575100504154, 0.16872872678215473, 0.4282629602772947]"
52,2080,-4.488105300000e+02,-8.198554350000e+01,1.232691742389e+02,-4.884955400000e+02,"[0.04244258778548295, 0.2806357499656835, 0.5, 0.017073575100504154, 0.16872872678215473, 0.4282629602772947]"
53,2120,-3.659208200000e+02,-6.985066925000e+01,1.190582398911e+02,-4.884955400000e+02,"[0.04244258778548295, 0.2806357499656835, 0.5, 0.017073575100504154, 0.16872872678215473, 0.4282629602772947]"
54,2160,-5.016764200000e+02,-8.016178875000e+01,2.046368606691e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
55,2200,-4.503022400000e+02,-7.850693900000e+01,1.179893033495e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
56,2240,-4.816638900000e+02,-7.343167725000e+01,1.303289854275e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
57,2280,-4.942332800000e+02,-8.087871900000e+01,1.417428385761e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
58,2320,-4.475151400000e+02,-1.027844227500e+02,1.289684884879e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
59,2360,-2.708137700000e+02,-5.712618230769e+01,8.264070905886e+01,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
60,2400,-4.425984300000e+02,-4.009500550000e+01,1.683495419899e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
61,2440,-4.190850500000e+02,-9.941739375000e+01,1.166596716972e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
62,2480,-3.899134800000e+02,-1.011738242500e+02,1.144568405206e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
63,2520,-4.325308100000e+02,-6.230081100000e+01,1.157881733881e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
64,2560,-4.364113800000e+02,-9.461005525000e+01,1.193825700756e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
65,2600,-3.863991600000e+02,-9.381361550000e+01,1.287262181040e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
66,2640,-3.544585500000e+02,-1.079479657500e+02,1.186626332864e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
67,2680,-4.678489100000e+02,-9.561755325000e+01,1.302976098419e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
68,2720,-2.838788200000e+02,-5.810218300000e+01,1.226659951901e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
69,2760,-4.347631500000e+02,-1.063813174359e+02,1.126425629702e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
70,2800,-4.272772200000e+02,-9.135133075000e+01,1.196120056238e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
71,2840,-4.471336200000e+02,-9.472219250000e+01,1.237874598944e+02,-5.016764200000e+02,"[0.053901398070090846, 0.2891281865428755, 0.5, 0.030465415419891236, 0.17664910783059712, 0.41808503610563197]"
72,2880,-5.173970600000e+02,-8.702028450000e+01,1.235723873791e+02,-5.173970600000e+02,"[0.050143158999544246, 0.3205197263184984, 0.5, 0.021681049264598067, 0.16529853125250288, 0.4142409177022907]"
73,2920,-4.978742000000e+02,-1.169864280000e+02,1.440651523703e+02,-5.173970600000e+02,"[0.050143158999544246, 0.3205197263184984, 0.5, 0.021681049264598067, 0.16529853125250288, 0.4142409177022907]"
74,2960,-4.640928700000e+02,-8.357503625000e+01,1.320292951698e+02,-5.173970600000e+02,"[0.050143158999544246, 0.3205197263184984, 0.5, 0.021681049264598067, 0.16529853125250288, 0.4142409177022907]"
75,3000,-4.554785200000e+02,-7.664515075000e+01,1.425898756053e+02,-5.173970600000e+02,"[0.050143158999544246, 0.3205197263184984, 0.5, 0.021681049264598067, 0.16529853125250288, 0.4142409177022907]"
