iter,evals,f_best,f_mean,f_std,gbest_f,x_best
148,5920,6.878057285351e-02,1.047093903666e+00,4.891623017339e-01,6.877142223709e-02,"[3.15188003441693, -13.376569539842302, -5.424913109869835, 0.007925016981243621, 6.897319664700467]"
149,5960,6.988519955917e-02,1.011450426882e+00,6.223297297027e-01,6.877142223709e-02,"[3.15188003441693, -13.376569539842302, -5.424913109869835, 0.007925016981243621, 6.897319664700467]"
150,6000,6.933098803762e-02,1.039778039871e+00,4.582297278776e-01,6.877142223709e-02,"[3.15188003441693, -13.376569539842302, -5.424913109869835, 0.007925016981243621, 6.897319664700467]"
151,6040,6.810827901575e-02,1.066587274655e+00,5.928175346024e-01,6.810827901575e-02,"[3.14041435123349, -13.329583579737243, -5.408630877157577, -0.044961308016948746, 6.899180922507837]"
152,6080,6.794704595340e-02,9.737302268298e-01,5.345693424269e-01,6.794704595340e-02,"[3.146466745805584, -13.254305479474601, -5.402179627143162, -0.02946155260601378, 6.963351345992398]"
153,6120,7.016414083368e-02,1.059142770100e+00,5.067345762162e-01,6.794704595340e-02,"[3.146466745805584, -13.254305479474601, -5.402179627143162, -0.02946155260601378, 6.963351345992398]"
154,6160,6.793953898516e-02,9.985706761931e-01,5.419709329034e-01,6.793953898516e-02,"[3.148133887682751, -13.249291509091083, -5.403995301686327, -0.03217639429409645, 6.99659111310886]"
155,6200,6.714974073151e-02,9.960724694722e-01,5.200078320935e-01,6.714974073151e-02,"[3.1461966684881375, -13.284705617591104, -5.408646915364879, -0.04216615351454467, 6.987257797898316]"
156,6240,6.700248528100e-02,1.002085231939e+00,4.675364369112e-01,6.700248528100e-02,"[3.1448018706680156, -13.31020377571112, -5.411996077213437, -0.04935878015326738, 6.980537810946724]"
157,6280,6.711497201724e-02,9.877405193748e-01,5.579628298105e-01,6.700248528100e-02,"[3.1448018706680156, -13.31020377571112, -5.411996077213437, -0.04935878015326738, 6.980537810946724]"
158,6320,6.706613958528e-02,1.009933090943e+00,5.118780901643e-01,6.700248528100e-02,"[3.1448018706680156, -13.31020377571112, -5.411996077213437, -0.04935878015326738, 6.980537810946724]"
159,6360,6.708448079065e-02,1.012094626361e+00,5.687922395961e-01,6.700248528100e-02,"[3.1448018706680156, -13.31020377571112, -5.411996077213437, -0.04935878015326738, 6.980537810946724]"
160,6400,6.701039729732e-02,9.750047949286e-01,5.281366587055e-01,6.700248528100e-02,"[3.1448018706680156, -13.31020377571112, -5.411996077213437, -0.04935878015326738, 6.980537810946724]"
161,6440,6.697563432817e-02,9.461491502199e-01,4.630824775073e-01,6.697563432817e-02,"[3.1439047555258757, -13.316834469272706, -5.4175672502618655, -0.05019277734794338, 6.979272371797485]"
162,6480,6.699779321806e-02,9.402496267768e-01,5.875927675178e-01,6.697563432817e-02,"[3.1439047555258757, -13.316834469272706, -5.4175672502618655, -0.05019277734794338, 6.979272371797485]"
163,6520,6.696180818844e-02,9.456212352804e-01,4.900204805531e-01,6.696180818844e-02,"[3.143873692695231, -13.315794909741522, -5.416402083323356, -0.04873858354022513, 6.979541003285708]"
164,6560,6.696986871322e-02,9.244999406486e-01,5.314960238227e-01,6.696180818844e-02,"[3.143873692695231, -13.315794909741522, -5.416402083323356, -0.04873858354022513, 6.979541003285708]"
165,6600,6.693614258169e-02,9.528332452475e-01,5.479662590409e-01,6.693614258169e-02,"[3.143826481543303, -13.316785030999412, -5.421648319959053, -0.04868701217011191, 6.979621341612847]"
166,6640,6.695027760845e-02,9.239623645495e-01,5.203624084201e-01,6.693614258169e-02,"[3.143826481543303, -13.316785030999412, -5.421648319959053, -0.04868701217011191, 6.979621341612847]"
167,6680,6.679722498376e-02,8.803587551030e-01,5.581341999789e-01,6.679722498376e-02,"[3.1415630447742533, -13.333996852727648, -5.417111065042745, -0.0049419209815803194, 6.97128358984583]"
168,6720,6.697541302291e-02,9.452636517158e-01,5.627805628579e-01,6.679722498376e-02,"[3.1415630447742533, -13.333996852727648, -5.417111065042745, -0.0049419209815803194, 6.97128358984583]"
169,6760,6.671633708956e-02,8.589079847853e-01,4.628927902229e-01,6.671633708956e-02,"[3.142063038070594, -13.314595918707916, -5.426015722434916, -0.013263491125915673, 6.968481860486209]"
170,6800,6.682650393483e-02,9.075587582470e-01,5.430248148078e-01,6.671633708956e-02,"[3.142063038070594, -13.314595918707916, -5.426015722434916, -0.013263491125915673, 6.968481860486209]"
171,6840,6.695223965747e-02,1.032478794211e+00,5.649227629645e-01,6.671633708956e-02,"[3.142063038070594, -13.314595918707916, -5.426015722434916, -0.013263491125915673, 6.968481860486209]"
172,6880,6.688911608456e-02,9.596155904719e-01,5.771091911148e-01,6.671633708956e-02,"[3.142063038070594, -13.314595918707916, -5.426015722434916, -0.013263491125915673, 6.968481860486209]"
173,6920,6.691044095913e-02,8.750789317095e-01,4.840856328344e-01,6.671633708956e-02,"[3.142063038070594, -13.314595918707916, -5.426015722434916, -0.013263491125915673, 6.968481860486209]"
174,6960,6.680599472770e-02,9.999015767452e-01,5.683978664517e-01,6.671633708956e-02,"[3.142063038070594, -13.314595918707916, -5.426015722434916, -0.013263491125915673, 6.968481860486209]"
175,7000,6.696537250077e-02,9.241113454209e-01,5.879280557007e-01,6.671633708956e-02,"[3.142063038070594, -13.314595918707916, -5.426015722434916, -0.013263491125915673, 6.968481860486209]"
176,7040,6.670732376773e-02,9.275724755027e-01,5.581583649943e-01,6.670732376773e-02,"[3.1418164432194624, -13.314537061163291, -5.421523958384201, -0.017679878191321392, 6.973999574112558]"
177,7080,6.695651757554e-02,9.168572645415e-01,5.937245605802e-01,6.670732376773e-02,"[3.1418164432194624, -13.314537061163291, -5.421523958384201, -0.017679878191321392, 6.973999574112558]"
178,7120,6.671374612209e-02,9.834725526612e-01,6.303041521680e-01,6.670732376773e-02,"[3.1418164432194624, -13.314537061163291, -5.421523958384201, -0.017679878191321392, 6.973999574112558]"
179,7160,6.697042285279e-02,9.103913337008e-01,5.317610863068e-01,6.670732376773e-02,"[3.1418164432194624, -13.314537061163291, -5.421523958384201, -0.017679878191321392, 6.973999574112558]"
180,7200,6.669838355790e-02,9.201275516100e-01,5.783824138831e-01,6.669838355790e-02,"[3.1457456952733485, -13.305870025137438, -5.4248160947118516, 0.00697440749076747, 6.9742738000243785]"
181,7240,6.663962600513e-02,8.821411519633e-01,5.352546047940e-01,6.663962600513e-02,"[3.1421292171771187, -13.312455952936467, -5.426716705288898, -0.00011711819872373477, 6.976371871597334]"
182,7280,6.677664674693e-02,9.182539255983e-01,6.823962453291e-01,6.663962600513e-02,"[3.1421292171771187, -13.312455952936467, -5.426716705288898, -0.00011711819872373477, 6.976371871597334]"
183,7320,6.663924711349e-02,9.520837637287e-01,6.806848877918e-01,6.663924711349e-02,"[3.141915399987851, -13.316048303527273, -5.425944339327412, -0.0015908385561960465, 6.9763899566748]"
184,7360,6.678081319097e-02,9.813622472349e-01,8.352848347144e-01,6.663924711349e-02,"[3.141915399987851, -13.316048303527273, -5.425944339327412, -0.0015908385561960465, 6.9763899566748]"
185,7400,6.683158819378e-02,8.827974105859e-01,5.898218681648e-01,6.663924711349e-02,"[3.141915399987851, -13.316048303527273, -5.425944339327412, -0.0015908385561960465, 6.9763899566748]"
186,7440,6.666656462366e-02,9.027098998286e-01,5.779254319643e-01,6.663924711349e-02,"[3.141915399987851, -13.316048303527273, -5.425944339327412, -0.0015908385561960465, 6.9763899566748]"
187,7480,6.668140559267e-02,8.334630496454e-01,5.810640338467e-01,6.663924711349e-02,"[3.141915399987851, -13.316048303527273, -5.425944339327412, -0.0015908385561960465, 6.9763899566748]"
188,7520,6.659344656802e-02,8.726857570229e-01,5.544005700424e-01,6.659344656802e-02,"[3.1424909885768706, -13.314837674765494, -5.419113621827398, 0.0006335015595253582, 6.991636259018859]"
189,7560,6.657988988098e-02,9.191165449184e-01,6.015790671149e-01,6.657988988098e-02,"[3.142794916369579, -13.31991247017647, -5.420379581426634, 0.005398351248488165, 6.998856596813232]"
190,7600,6.660396457512e-02,8.512471065334e-01,6.163972437884e-01,6.657988988098e-02,"[3.142794916369579, -13.31991247017647, -5.420379581426634, 0.005398351248488165, 6.998856596813232]"
191,7640,6.658287055571e-02,8.390347358128e-01,5.975299092028e-01,6.657988988098e-02,"[3.142794916369579, -13.31991247017647, -5.420379581426634, 0.005398351248488165, 6.998856596813232]"
192,7680,6.662534846532e-02,9.129154883728e-01,6.290380588383e-01,6.657988988098e-02,"[3.142794916369579, -13.31991247017647, -5.420379581426634, 0.005398351248488165, 6.998856596813232]"
193,7720,6.663911663560e-02,8.621537230646e-01,6.201651283564e-01,6.657988988098e-02,"[3.142794916369579, -13.31991247017647, -5.420379581426634, 0.005398351248488165, 6.998856596813232]"
194,7760,6.658192204934e-02,8.507767872661e-01,5.751894446290e-01,6.657988988098e-02,"[3.142794916369579, -13.31991247017647, -5.420379581426634, 0.005398351248488165, 6.998856596813232]"
195,7800,6.658678269239e-02,8.588607294003e-01,6.121864942252e-01,6.657988988098e-02,"[3.142794916369579, -13.31991247017647, -5.420379581426634, 0.005398351248488165, 6.998856596813232]"
196,7840,6.659399118276e-02,8.732826151555e-01,5.514413860615e-01,6.657988988098e-02,"[3.142794916369579, -13.31991247017647, -5.420379581426634, 0.005398351248488165, 6.998856596813232]"
197,7880,6.658515023365e-02,8.441419725760e-01,5.616990551435e-01,6.657988988098e-02,"[3.142794916369579, -13.31991247017647, -5.420379581426634, 0.005398351248488165, 6.998856596813232]"
198,7920,6.655401171558e-02,8.515004552864e-01,6.277724316541e-01,6.655401171558e-02,"[3.142718784187715, -13.313136900012541, -5.426172237244736, 0.008026177339343885, 7.005363106616063]"
199,7960,6.659469223209e-02,8.450572606457e-01,6.120861630040e-01,6.655401171558e-02,"[3.142718784187715, -13.313136900012541, -5.426172237244736, 0.008026177339343885, 7.005363106616063]"
200,8000,6.033095855364e-02,7.909194434305e-01,6.328949581423e-01,6.033095855364e-02,"[6.386066309929914, -9.010717173180607, -5.483949028509556, 0.06625788137804849, 7.011212651044057]"
201,8040,3.594198823227e-01,1.100705762660e+00,3.619181921716e-01,6.033095855364e-02,"[6.386066309929914, -9.010717173180607, -5.483949028509556, 0.06625788137804849, 7.011212651044057]"
202,8080,3.429440935152e-01,1.076509434995e+00,5.150724596107e-01,6.033095855364e-02,"[6.386066309929914, -9.010717173180607, -5.483949028509556, 0.06625788137804849, 7.011212651044057]"
203,8120,3.766479252385e-02,1.207132000160e+00,6.584602035366e-01,3.766479252385e-02,"[3.0754179757333207, -4.399009943690247, -5.495011613619469, 0.24438012207012805, 6.995350283041388]"
204,8160,4.195154718748e-01,1.147662595053e+00,3.394177843860e-01,3.766479252385e-02,"[3.0754179757333207, -4.399009943690247, -5.495011613619469, 0.24438012207012805, 6.995350283041388]"
205,8200,1.469183527402e-01,1.165201225311e+00,5.678233494169e-01,3.766479252385e-02,"[3.0754179757333207, -4.399009943690247, -5.495011613619469, 0.24438012207012805, 6.995350283041388]"
206,8240,7.445827232023e-02,1.067066525586e+00,4.915042832749e-01,3.766479252385e-02,"[3.0754179757333207, -4.399009943690247, -5.495011613619469, 0.24438012207012805, 6.995350283041388]"
207,8280,4.489469543628e-01,1.273691304161e+00,4.089182575534e-01,3.766479252385e-02,"[3.0754179757333207, -4.399009943690247, -5.495011613619469, 0.24438012207012805, 6.995350283041388]"
208,8320,1.619167943339e-01,1.175298790415e+00,4.570923748648e-01,3.766479252385e-02,"[3.0754179757333207, -4.399009943690247, -5.495011613619469, 0.24438012207012805, 6.995350283041388]"
209,8360,1.327941671625e-01,1.194579554541e+00,5.630856728301e-01,3.766479252385e-02,"[3.0754179757333207, -4.399009943690247, -5.495011613619469, 0.24438012207012805, 6.995350283041388]"
210,8400,3.778082388138e-01,1.219860358153e+00,5.917586190710e-01,3.766479252385e-02,"[3.0754179757333207, -4.399009943690247, -5.495011613619469, 0.24438012207012805, 6.995350283041388]"
211,8440,3.111053156589e-02,1.065284699937e+00,5.162102011115e-01,3.111053156589e-02,"[3.1072924199058654, -4.544118316936592, -5.492445951057544, 0.000499933125643448, 6.974672244417916]"
212,8480,1.457525970616e-01,1.152194719273e+00,4.735496635539e-01,3.111053156589e-02,"[3.1072924199058654, -4.544118316936592, -5.492445951057544, 0.000499933125643448, 6.974672244417916]"
213,8520,2.902545760763e-02,1.123238224238e+00,5.534820091064e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
214,8560,1.975893178506e-01,1.017336012979e+00,4.424741493783e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
215,8600,2.187904918816e-01,1.182061217211e+00,5.747039639479e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
216,8640,1.395180308440e-01,1.125123629293e+00,6.257515377935e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
217,8680,4.246531527791e-02,1.268453033320e+00,1.080738360560e+00,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
218,8720,1.023985735546e-01,1.192979933108e+00,4.507885380802e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
219,8760,6.491205525805e-02,1.135980955886e+00,7.363431598106e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
220,8800,2.996865045280e-02,1.018416313763e+00,5.148121368055e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
221,8840,6.168489800171e-02,1.143043695496e+00,8.653372627058e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
222,8880,7.286511843263e-02,1.054223364838e+00,5.033471307887e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
223,8920,7.802474039337e-02,1.241217272820e+00,8.975482477208e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
224,8960,7.829697390004e-02,9.975620717907e-01,6.404844803374e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
225,9000,5.046992993914e-02,1.087378577159e+00,9.245381546506e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
226,9040,3.231169225210e-02,9.874369190711e-01,4.932880958839e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
227,9080,3.413209685437e-02,1.131841931008e+00,5.430718301444e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
228,9120,3.452288412330e-02,9.229083309663e-01,4.915931181519e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
229,9160,2.939204028114e-02,1.099235871477e+00,5.431718218289e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
230,9200,3.675177181813e-02,1.113689569783e+00,6.900491638374e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
231,9240,2.980649206631e-02,9.786206328637e-01,5.393236094802e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
232,9280,2.977340165429e-02,1.060286715273e+00,6.013606360298e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
233,9320,3.456420351775e-02,1.063988551832e+00,5.318429576296e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
234,9360,3.264231402684e-02,1.205251254605e+00,5.831426635095e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
235,9400,2.986509841577e-02,1.020166236111e+00,5.168853481295e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
236,9440,3.396850822748e-02,9.492719428946e-01,5.379842686310e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
237,9480,3.029782302894e-02,1.085867860641e+00,5.492693543396e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
238,9520,3.113820478383e-02,9.498941648767e-01,5.434735903472e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
239,9560,2.988329836034e-02,9.150434737682e-01,4.998761638825e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
240,9600,3.041239728018e-02,1.009128854756e+00,5.723303537059e-01,2.902545760763e-02,"[3.1048308636448194, -4.445030493713144, -5.488883604040238, -0.06952614468180278, 6.964777891517327]"
241,9640,2.870340106302e-02,1.023940905891e+00,6.505266033450e-01,2.870340106302e-02,"[3.1074028300674246, -4.408541060051213, -5.489428168941366, 0.03327427308311137, 6.963788248617831]"
242,9680,3.116825055015e-02,9.810138113081e-01,5.517575554528e-01,2.870340106302e-02,"[3.1074028300674246, -4.408541060051213, -5.489428168941366, 0.03327427308311137, 6.963788248617831]"
243,9720,3.042875703334e-02,9.593757403876e-01,5.658273413008e-01,2.870340106302e-02,"[3.1074028300674246, -4.408541060051213, -5.489428168941366, 0.03327427308311137, 6.963788248617831]"
244,9760,2.906944405200e-02,1.052757213071e+00,6.549295868057e-01,2.870340106302e-02,"[3.1074028300674246, -4.408541060051213, -5.489428168941366, 0.03327427308311137, 6.963788248617831]"
245,9800,2.832807112904e-02,8.115133576983e-01,5.307723128687e-01,2.832807112904e-02,"[3.155468018047116, -4.456694977159815, -5.449480390709081, 0.08722579542149461, 6.988475322388197]"
246,9840,2.912303656640e-02,1.003570655665e+00,6.736323912972e-01,2.832807112904e-02,"[3.155468018047116, -4.456694977159815, -5.449480390709081, 0.08722579542149461, 6.988475322388197]"
247,9880,2.879703630055e-02,9.582019528957e-01,5.587122785908e-01,2.832807112904e-02,"[3.155468018047116, -4.456694977159815, -5.449480390709081, 0.08722579542149461, 6.988475322388197]"
248,9920,2.782108252716e-02,8.535397096239e-01,5.890934541768e-01,2.782108252716e-02,"[3.107989643332794, -4.438381402593458, -5.462283644101735, 0.00939567985033015, 6.982263093208272]"
249,9960,3.015617460916e-02,9.970178563741e-01,6.383214211271e-01,2.782108252716e-02,"[3.107989643332794, -4.438381402593458, -5.462283644101735, 0.00939567985033015, 6.982263093208272]"
250,10000,2.888202312412e-02,9.659139325221e-01,6.492126321240e-01,2.782108252716e-02,"[3.107989643332794, -4.438381402593458, -5.462283644101735, 0.00939567985033015, 6.982263093208272]"
251,10040,2.824009865467e-02,9.784093329154e-01,7.085471741630e-01,2.782108252716e-02,"[3.107989643332794, -4.438381402593458, -5.462283644101735, 0.00939567985033015, 6.982263093208272]"
252,10080,2.761014686025e-02,9.380260526915e-01,6.440271228884e-01,2.761014686025e-02,"[3.1219244780446447, -4.416459404892134, -5.464535606832668, -0.006962565984377847, 6.9822989286246075]"
253,10120,2.753291155499e-02,1.018092914150e+00,7.614165178007e-01,2.753291155499e-02,"[3.1331960092247213, -4.428447866764595, -5.468805011982568, -0.02761641254293856, 6.978220667453562]"
254,10160,2.767246422141e-02,9.382466390740e-01,7.506955472539e-01,2.753291155499e-02,"[3.1331960092247213, -4.428447866764595, -5.468805011982568, -0.02761641254293856, 6.978220667453562]"
255,10200,2.755645692957e-02,9.391023440486e-01,7.002903382392e-01,2.753291155499e-02,"[3.1331960092247213, -4.428447866764595, -5.468805011982568, -0.02761641254293856, 6.978220667453562]"
256,10240,2.744928223256e-02,7.785176964389e-01,6.262755922708e-01,2.744928223256e-02,"[3.1386608126364908, -4.422346322154715, -5.466609329118426, -0.017080188408626677, 6.981276931642594]"
257,10280,2.744095807104e-02,8.001320346309e-01,6.081629868328e-01,2.744095807104e-02,"[3.1362644714749046, -4.416749417315417, -5.464133755235903, -0.0054858587993006636, 6.982874163108725]"
258,10320,2.721224900041e-02,9.739366932672e-01,7.090060045303e-01,2.721224900041e-02,"[3.1338097644982876, -4.430271729784836, -5.4399886956477115, -0.005077634112976764, 6.980490236109592]"
259,10360,2.722198124627e-02,1.107508813899e+00,7.421524970273e-01,2.721224900041e-02,"[3.1338097644982876, -4.430271729784836, -5.4399886956477115, -0.005077634112976764, 6.980490236109592]"
260,10400,2.736757355870e-02,9.022830770336e-01,6.597863270845e-01,2.721224900041e-02,"[3.1338097644982876, -4.430271729784836, -5.4399886956477115, -0.005077634112976764, 6.980490236109592]"
261,10440,2.728524863100e-02,8.489415049280e-01,6.734301148199e-01,2.721224900041e-02,"[3.1338097644982876, -4.430271729784836, -5.4399886956477115, -0.005077634112976764, 6.980490236109592]"
262,10480,2.726155404015e-02,9.491528699951e-01,6.728732810093e-01,2.721224900041e-02,"[3.1338097644982876, -4.430271729784836, -5.4399886956477115, -0.005077634112976764, 6.980490236109592]"
263,10520,2.722907884325e-02,8.958124741105e-01,7.487682499321e-01,2.721224900041e-02,"[3.1338097644982876, -4.430271729784836, -5.4399886956477115, -0.005077634112976764, 6.980490236109592]"
264,10560,2.720544522385e-02,7.632355893554e-01,5.907730292586e-01,2.720544522385e-02,"[3.133812598925887, -4.439579955563906, -5.4419454531887, -0.008958514670731912, 6.980915244328971]"
265,10600,2.721762063083e-02,7.858377247340e-01,6.232484961098e-01,2.720544522385e-02,"[3.133812598925887, -4.439579955563906, -5.4419454531887, -0.008958514670731912, 6.980915244328971]"
266,10640,2.720772474176e-02,8.393000751529e-01,6.617452081137e-01,2.720544522385e-02,"[3.133812598925887, -4.439579955563906, -5.4419454531887, -0.008958514670731912, 6.980915244328971]"
267,10680,2.720985428983e-02,8.447521355991e-01,6.572263725273e-01,2.720544522385e-02,"[3.133812598925887, -4.439579955563906, -5.4419454531887, -0.008958514670731912, 6.980915244328971]"
268,10720,2.720647789121e-02,8.252224286893e-01,6.775663651825e-01,2.720544522385e-02,"[3.133812598925887, -4.439579955563906, -5.4419454531887, -0.008958514670731912, 6.980915244328971]"
269,10760,2.720394419959e-02,7.640065466150e-01,6.461027982789e-01,2.720394419959e-02,"[3.133744454319545, -4.439326590064645, -5.4391899752578095, -0.011449587578356405, 6.981187319220069]"
270,10800,2.720530854393e-02,8.500798119753e-01,6.117446371604e-01,2.720394419959e-02,"[3.133744454319545, -4.439326590064645, -5.4391899752578095, -0.011449587578356405, 6.981187319220069]"
271,10840,2.720625669305e-02,6.654562801767e-01,5.910607330043e-01,2.720394419959e-02,"[3.133744454319545, -4.439326590064645, -5.4391899752578095, -0.011449587578356405, 6.981187319220069]"
272,10880,2.716422290920e-02,8.706710985895e-01,6.790225260188e-01,2.716422290920e-02,"[3.1388158409233355, -4.439334231357366, -5.435621016599939, -0.002848024806387321, 6.981261346291691]"
273,10920,2.160605532257e-02,7.499946058902e-01,6.247729805671e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
274,10960,2.574702261720e-01,1.109240566889e+00,4.178972611108e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
275,11000,1.433717219286e-01,1.153517698172e+00,4.580633366231e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
276,11040,9.155996271934e-02,1.086391778557e+00,4.164168160865e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
277,11080,4.437565614467e-02,9.626393780020e-01,4.449899859775e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
278,11120,8.730788088747e-02,1.113694592595e+00,4.401476906115e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
279,11160,5.274280652864e-01,1.083642138570e+00,2.981460266217e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
280,11200,3.806874312833e-02,1.027692949007e+00,4.535817115412e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
281,11240,9.813313435374e-02,1.068436593287e+00,4.087212996869e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
282,11280,5.959070393783e-02,1.064851543790e+00,4.689892122669e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
283,11320,2.396938310717e-01,1.078830934128e+00,4.309084172497e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
284,11360,1.976391215923e-01,1.009982977287e+00,4.411062263070e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
285,11400,1.185005783182e-01,9.234544076689e-01,4.382700079855e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
286,11440,4.384697472158e-02,9.826630344169e-01,4.592003587466e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
287,11480,6.076521508728e-02,1.029537979084e+00,4.836243572304e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
288,11520,1.232543428863e-01,1.125148596239e+00,4.857544876086e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
289,11560,9.503205921918e-02,1.064562196228e+00,4.683867171812e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
290,11600,1.049073725856e-01,1.052578155696e+00,4.692050948493e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
291,11640,2.997906264116e-02,1.097061270415e+00,4.298906010687e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
292,11680,1.278881283748e-01,1.091625995229e+00,4.270839472640e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
293,11720,4.128080820780e-02,1.015141389060e+00,5.272016468685e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
